Date,TRDPRC_1
2018-11-16,5510.82
2018-11-17,5562.13
2018-11-18,5605.97
2018-11-19,4864.71
2018-11-20,4329.66
2018-11-21,4526.2
2018-11-22,4467.73
2018-11-23,4378.74
2018-11-24,3794.99
2018-11-25,3998.75
2018-11-26,3703.2
2018-11-27,3846.83
2018-11-28,4231.58
2018-11-29,4262.2
2018-11-30,3987.21
2018-12-01,4232.75
2018-12-02,4165.65
2018-12-03,3883.11
2018-12-04,3942.01
2018-12-05,3750.69
2018-12-06,3628.64
2018-12-07,3429.16
2018-12-08,3546.77
2018-12-09,3585.13
2018-12-10,3478.81
2018-12-11,3414.71
2018-12-12,3466.59
2018-12-13,3305.84
2018-12-14,3257.54
2018-12-15,3244.85
2018-12-16,3257.64
2018-12-17,3526.38
2018-12-18,3605.41
2018-12-19,3768.67
2018-12-20,4127.96
2018-12-21,3882.68
2018-12-22,3924.87
2018-12-23,4013.32
2018-12-24,4107.12
2018-12-25,3823.3
2018-12-26,3851.5
2018-12-27,3645.03
2018-12-28,3929.05
2018-12-29,3958.2
2018-12-30,3885.54
2018-12-31,3743.61
2019-01-01,3781.57
2019-01-02,3960.6
2019-01-03,3844.56
2019-01-04,3870.62
2019-01-05,3867.57
2019-01-06,4089.55
2019-01-07,4041.41
2019-01-08,4049.9
2019-01-09,4049.6
2019-01-10,3666.75
2019-01-11,3653.83
2019-01-12,3667.74
2019-01-13,3540.78
2019-01-14,3700.97
2019-01-15,3612.94
2019-01-16,3618.33
2019-01-17,3672.48
2019-01-18,3648.15
2019-01-19,3735.89
2019-01-20,3578.17
2019-01-21,3569.34
2019-01-22,3605.23
2019-01-23,3570.72
2019-01-24,3591.78
2019-01-25,3585.89
2019-01-26,3606.2
2019-01-27,3572.11
2019-01-28,3453.19
2019-01-29,3419.08
2019-01-30,3471.01
2019-01-31,3447.17
2019-02-01,3467.99
2019-02-02,3468.04
2019-02-03,3437.1
2019-02-04,3433.07
2019-02-05,3440.22
2019-02-06,3394.7
2019-02-07,3378.27
2019-02-08,3629.03
2019-02-09,3648.19
2019-02-10,3656.96
2019-02-11,3618.21
2019-02-12,3610.81
2019-02-13,3601.77
2019-02-14,3591.39
2019-02-15,3591.89
2019-02-16,3624.1
2019-02-17,3651.16
2019-02-18,3902.13
2019-02-19,3942.3
2019-02-20,3955.85
2019-02-21,3926.15
2019-02-22,3988.92
2019-02-23,4154.1
2019-02-24,3798.05
2019-02-25,3848.89
2019-02-26,3818.78
2019-02-27,3804.81
2019-02-28,3827.77
2019-03-01,3897.66
2019-03-02,3874.61
2019-03-03,3851.47
2019-03-04,3763.0
2019-03-05,3904.51
2019-03-06,3903.69
2019-03-07,3938.52
2019-03-08,3924.6
2019-03-09,3958.21
2019-03-10,3967.62
2019-03-11,3916.89
2019-03-12,3931.48
2019-03-13,3900.17
2019-03-14,3920.31
2019-03-15,3959.46
2019-03-16,4058.69
2019-03-17,4047.54
2019-03-18,4025.06
2019-03-19,4045.03
2019-03-20,4071.57
2019-03-21,4025.34
2019-03-22,4024.96
2019-03-23,4025.47
2019-03-24,4013.74
2019-03-25,3922.03
2019-03-26,3956.54
2019-03-27,4023.89
2019-03-28,4043.39
2019-03-29,4109.65
2019-03-30,4120.81
2019-03-31,4114.73
2019-04-01,4153.33
2019-04-02,4810.61
2019-04-03,5200.91
2019-04-04,4943.27
2019-04-05,5019.68
2019-04-06,5028.47
2019-04-07,5173.81
